constructTestCases(): generating 11 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.0, -5, -5, -5], [3.0, 5, 5, 5], [], 10, 10, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective:  [0]
Optimizer(): evals/step: 100
Optimizer(): numParams: 4 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Linear  Direct  Direct  Direct  Direct  
MABsolver_config: params: numInputs:  3  0  0  0  0  
MABsolver_config: params: weights:  [  0.770000  0.000000  0.000000  0.000000  ]  [  2.000000  ]  [  1.000000  ]  [  50.000000  ]  [  1.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score       p00w00    p00w01    p00w02    p00w03       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   130       45.40      2.67521   0.31600   0.50961  -2.03164        86.42     59.20     58.78      8.32      5.11     35.81     38.87     59.49     91.71     10.28 
   131       42.70      2.10350  -0.65700  -1.09255  -2.28424        88.90     80.71     77.14     36.96      3.61     -1.26     18.46     32.12     87.33      3.02 
   132       39.70      2.19100   2.10567   1.17479  -2.53029        82.38     61.00     65.94     19.31     -0.22     -2.38     34.48     57.65     71.23      7.59 
   133       37.47      1.95150   2.49772   2.79510  -2.12314        86.74     54.72     59.24      1.60     -3.61     22.32     31.36     59.79     56.57      5.96 
   134       39.97      1.88372   2.11228   1.64971  -1.46473        92.58     49.76     54.58     11.23     -2.11     31.96     35.38     59.91     60.80      5.60 
   135       40.76      1.65870   2.36502   0.08032  -0.63741        87.04     44.01     57.48      1.31     -3.44     60.16     33.02     61.23     58.39      8.44 
   136       38.41      1.49497   4.04460   0.22395  -0.43890        85.78     39.27     54.80      1.60      1.56     65.22     27.74     61.11     40.92      6.10 
   137       33.40      1.91061   4.47966  -0.77331   0.43018        76.44     26.08     36.70      0.77     -3.00     70.03     25.38     60.39     35.66      5.52 
   138       32.40      1.89565   3.15608  -1.11137   1.42962        60.24     25.01     23.76      9.12      9.28     66.24     27.26     59.03     39.21      4.86 
   139       26.22      2.02517   3.03314  -0.38245   2.45198        48.32     23.16     20.46     -0.11     -9.22     62.17     22.26     55.76     33.51      5.86 
   140       29.78      2.02422   1.74175  -0.61613   2.20303        55.58     28.95     22.40     -0.67      6.44     58.42     25.17     56.57     39.55      5.40 
   141       28.85      2.28367   3.86057  -2.31813   2.24748        52.02     23.67     22.30      1.36      7.61     60.31     25.97     57.39     33.16      4.72 
   142       35.95      1.97872   2.22637  -0.62712   0.61594        66.84     33.75     35.72      8.43     -0.83     68.79     29.46     61.61     47.66      8.08 
   143       35.13      2.23716   3.51847   0.13251  -0.38758        76.28     35.52     39.70      8.03     -4.17     65.98     25.04     59.97     40.15      4.75 
   144       35.05      2.58697   4.70261   0.59879  -1.78364        81.26     36.12     51.96     10.80     -8.72     49.88     22.62     61.11     39.37      6.07 
   145       36.24      2.24078   4.24732   0.85438  -0.87829        78.60     35.16     42.36      5.89      8.56     61.10     26.40     62.02     39.08      3.28 
   146       31.74      1.87999   4.90621   0.32379   0.43470        68.16     26.61     33.74      1.52     -0.94     65.16     25.02     60.58     32.42      5.15 
   147       35.27      2.37251   4.53626   0.41783  -1.10836        84.02     30.47     40.90      8.35      0.39     59.02     24.54     60.32     39.56      5.18 
   148       34.09      1.98965   4.98018   1.24378  -2.44363        90.44     51.17     65.26      9.01     -6.67     -2.54     25.75     59.61     43.39      5.44 
   149       34.36      2.19707   3.77351  -0.41539   0.01286        73.46     29.25     31.58      5.65      2.17     68.40     26.95     60.28     39.49      6.37 
   150       26.39      1.96778   4.43763   0.97483   1.37285        56.64     19.95     22.10     -3.36     -7.89     59.36     24.55     58.04     30.68      3.88 
   151       31.77      2.20415   4.30649   0.01481   0.11129        71.50     24.63     33.88      0.43      1.17     64.85     20.94     60.99     34.17      5.17 
   152       35.21      2.51569   3.08262   0.84056  -1.17419        78.74     34.44     44.02      2.11     -7.83     61.20     28.52     61.17     45.11      4.68 
   153       41.23      2.18940   2.16969   0.36041  -0.88785        78.80     43.12     48.90      6.83     18.22     58.27     31.75     61.76     55.42      9.23 
   154       40.41      2.16159   2.11774  -0.38558  -1.71038        90.98     55.65     63.08      8.83      2.50      9.51     35.63     57.02     72.40      8.48 
   155       41.80      1.93497   2.86671  -0.32758  -2.59041        93.54     65.21     70.66     24.91      8.39     -7.34     36.34     40.01     75.30     10.98 
   156       41.16      1.78992   2.92378   0.69216  -2.56408        87.00     65.16     69.98     22.48     14.33     -5.94     33.92     46.33     70.73      7.56 
   157       36.17      2.11638   3.81158   0.02149  -1.76872        85.70     41.53     68.20      9.04      0.61     14.84     28.78     60.37     49.20      3.44 
   158       39.60      1.69213   3.03755   1.48600  -2.16821        87.60     63.16     63.94     13.20      3.06     -0.37     38.43     58.06     62.34      6.59 
   159       41.98      1.83823   2.27475   1.73555  -2.92902        90.16     68.63     72.12     22.85      5.50     -3.93     29.67     50.56     77.84      6.40 
   160       41.40      2.14431   1.14691   2.57171  -2.40924        85.42     63.07     59.54      9.63      3.78      9.79     38.04     59.27     78.83      6.65 
   161       43.42      2.26044   0.89853   2.19629  -1.77229        83.80     58.99     52.00     15.17     -0.11     44.12     35.71     61.54     76.69      6.25 
   162       40.72      1.97199   1.62992   1.82824  -1.64215        86.14     53.73     56.30      6.51      1.06     33.56     35.80     59.99     67.78      6.36 
   163       43.26      1.88499   1.12590   1.05211  -1.12096        85.12     52.71     57.00      4.69      2.00     44.88     42.22     60.36     76.38      7.24 
   164       43.78      2.07086   1.01219   1.00383  -1.95477        87.02     60.45     64.34     15.49     -1.83     16.31     39.62     59.15     87.65      9.56 
   165       45.03      2.09432   0.51907   1.17817  -1.38637        87.18     56.84     58.06     17.04     -2.83     42.44     40.29     58.52     84.83      7.98 
   166       41.72      2.33702   0.80746   1.63322  -1.54743        84.34     50.57     49.00      4.40     -2.72     50.22     38.28     59.41     75.48      8.22 
   167       44.74      2.07981   0.66831   1.12149  -2.12998        91.74     69.88     67.14     10.27     13.11     -3.35     39.88     57.77     90.78     10.20 
   168       45.15      2.00101   0.14607   0.40246  -1.65720        87.62     65.61     65.30      7.81      6.56      8.50     42.67     60.56     92.37     14.54 
     1       53.07      0.77000   0.00000   0.00000   0.00000        89.24     73.49     71.58     20.11      0.78     42.51     55.97     57.15     87.75     32.17 
     2       11.62      0.31266  -1.86157   1.03059  -2.48047        62.22     14.15     55.30     -4.00     13.28      0.77     -1.44     15.72    -53.11     13.27 
     3       49.76      0.28640   0.38205   2.41166  -0.10205        89.22     69.68     65.32      8.69      7.44     36.47     58.01     60.38     92.70      9.65 
     4       35.06      0.22869   1.38356   3.42328   1.92727        63.76     26.99     26.12      2.93     11.89     76.57     33.57     59.75     44.34      4.64 
     5       26.67      0.95156   2.59285   1.53224   3.35631        47.48     22.05     16.72     -3.89      7.50     58.06     24.50     56.76     33.93      3.63 
     6       30.66      0.37679   1.96674   2.44480   2.94524        53.58     24.63     25.30      2.56     -4.78     69.28     33.56     57.68     38.74      6.09 
     7       23.34      0.73306   2.47927   3.98484   4.31181        42.12     20.31     13.34      6.40     -3.28     51.44     21.54     47.21     28.93      5.35 
     8       33.32      0.71970   1.11701   1.72154   2.23456        58.64     29.12     30.84      0.05      1.61     70.74     34.17     59.78     45.56      2.65 
     9       51.42      0.71835   0.59008   0.07974   0.02870        87.08     65.24     69.48     16.45      6.50     44.95     58.87     58.83     90.81     15.94 
    10       40.02      0.30477   2.31378   1.47357   0.48909        78.42     45.27     48.98      3.33     -0.83     61.92     42.25     60.64     54.59      5.62 
    11       38.54      0.75337   3.01963   3.26934  -1.94693        89.62     63.59     72.24     10.40     -0.61     -7.75     39.48     52.56     60.94      4.91 
    12       42.07      0.42411   1.53645   3.60104  -0.76528        91.42     65.97     64.06      9.47     -2.50      9.62     48.44     60.91     67.23      6.11 
    13       40.58      0.08656  -0.20666   3.87459   1.35314        72.84     36.41     37.94      8.24     -2.67     73.47     50.40     58.24     65.75      5.20 
    14       41.85      0.13172   1.69237   1.80204   0.05713        78.66     59.29     68.94      9.47     -0.17     18.04     48.95     58.19     70.00      7.09 
    15       39.91      0.04869   1.67328   1.32431   1.11029        80.32     45.76     47.18     -2.40      4.67     52.68     47.79     56.99     58.41      7.73 
    16       39.24      0.45451   3.43118  -0.17777   0.44703        83.30     43.39     69.22      8.88     -0.11     38.33     35.78     59.30     46.90      7.46 
    17       31.88      0.61909   4.23703   1.08454   1.93887        62.52     25.64     34.58      7.49     -8.22     73.12     26.76     58.50     35.08      3.34 
    18       39.84      0.28646   2.50311   3.14256   0.39382        81.48     39.91     48.32      5.49     10.17     65.84     35.06     62.11     45.73      4.28 
    19       33.25      0.72629   0.35984   4.03570   1.57976        61.28     30.09     23.46     -0.80      3.00     68.81     34.13     59.23     50.00      3.33 
    20       40.03      0.39231   2.62315   2.17570  -0.95868        91.04     68.75     73.58      5.57      4.78     -2.46     40.60     50.87     62.72      4.87 
    21       35.95      0.14875   3.57857   2.73764  -0.52198        75.98     52.17     73.24      7.60      4.28      1.30     35.10     58.60     47.51      3.69 
    22       37.68      0.52727   4.85652   1.57331   0.54441        82.42     31.25     47.42      6.03      8.89     72.59     26.42     62.01     36.04      3.69 
    23       38.17      1.05702   4.31009   1.67672  -0.78732        92.50     41.87     56.30      8.11      4.39     37.65     30.87     60.92     42.08      7.04 
    24       37.84      1.53699   3.26674   1.17425  -1.85899        89.62     59.21     72.30      7.92     -6.22      3.83     34.75     56.09     55.82      5.06 
    25       39.86      2.11749   1.87072   0.13598  -1.36109        90.74     44.51     59.34      7.41     -4.22     32.52     34.48     59.09     66.88      7.88 
    26       34.31      2.24107   3.03615  -0.17070  -0.15277        71.34     34.93     37.52      6.21    -11.67     67.44     29.63     59.69     41.88      6.11 
    27       37.67      1.98504   3.77208  -0.74463  -1.85741        90.24     54.99     75.36     14.59     -5.72     -2.59     31.25     55.63     54.65      8.35 
    28       38.20      2.24565   3.83106  -0.38581  -0.97202        80.98     43.43     53.46      4.80      0.33     61.17     25.48     62.09     43.89      6.40 
    29       36.68      1.87103   2.65677  -0.01494   0.10718        74.88     30.07     38.42     11.15     -2.72     69.48     32.17     59.46     46.16      7.73 
    30       26.96      2.20659   4.46041   0.64022   1.31139        54.16     22.93     22.62      1.57     -5.22     60.67     21.39     56.36     31.71      3.42 
    31       25.93      1.87374   4.35016  -0.92607   2.76965        49.56     17.81     19.56      3.81      1.94     56.85     22.52     55.12     28.42      3.73 
    32       33.11      1.47866   4.02308  -2.33378   1.31713        65.68     28.53     34.54     -0.35     -0.94     73.56     25.65     58.61     39.31      6.51 
    33       38.14      1.59304   2.53534  -1.28419   0.84471        74.20     28.01     40.70      6.75      8.83     73.77     33.10     60.17     48.24      7.60 
    34       29.91      1.86868   1.57531  -1.00105   2.10741        52.34     26.00     23.08      1.63     -5.50     64.86     30.17     58.64     41.95      5.98 
    35       30.86      1.48163   3.35276  -2.79401   2.49761        58.76     23.64     26.54     -3.23      0.33     71.19     28.18     58.14     37.85      7.17 
    36       32.43      1.23404   3.95927  -2.57425  -0.40882        82.12     45.04     77.88      8.56    -52.22      8.20     36.90     51.55     54.82     11.49 
    37       34.16      1.92900   2.83521  -0.31660   0.17325        74.76     32.52     37.72      0.80     -8.44     69.66     27.41     58.70     44.27      4.17 
    38       31.14      1.70424   2.14241  -0.57617   1.97457        54.38     28.19     24.62      5.07     -4.00     66.41     32.25     59.07     41.42      3.99 
    39       33.93      1.61577   4.18414  -1.02820   1.15226        68.86     29.71     32.00      6.80      8.61     71.95     22.84     58.67     35.87      3.97 
    40       27.90      1.94741   2.81366   0.58456   1.87178        55.18     23.44     21.02     -3.84      5.11     57.91     22.42     57.82     34.48      5.41 
    41       22.73      2.39498   2.82177   1.64768   3.34431        36.38     20.15     16.92      5.63      2.33     48.80     20.42     43.30     27.80      5.59 
