constructTestCases(): generating 37 specified cases ...  DONE
Procedure Optimizer.Optimize()
Oracle probabilites : disabled
Optimizer(): Simulated Annealing , Random-normalized optimality [%]
Optimizer(): config:  [[0.3, -0.5, -0.5, 0.3, -0.5, -0.5], [2.3, 0.5, 0.5, 2.3, 0.5, 0.5], [0.1, 0.1, 0.1, 0.1, 0.1, 0.1], 20, 20, 0.75, 0.01, 0.5, 0.01]
Optimizer(): selective:  [0, 1]
Optimizer(): evals/step: 10
Optimizer(): numParams: 6 , completeRepeats: 100
MABsolver_config: algorithms: UCBtuned , CP Disabled , CPT Davor , Reset SingleMovingAvg
MABsolver_config: params: types:  Linear  Linear  
MABsolver_config: params: numInputs:  2  2  
MABsolver_config: params: weights:  [  1.300000  0.000000  0.000000  ]  [  0.800000  0.000000  0.000000  ]  
BanditTestBatch: casesIDs:  0  1  2  3  4  5  6  7  8  9  
BanditTestBatch: numCases: 10
BanditTestBatch: maxim sum reward: 3919.0
BanditTestBatch: random reward: 2805.0
 Evals       Score       p00w00    p00w01    p00w02    p01w00    p01w01    p01w02       case01    case02    case03    case04    case05    case06    case07    case08    case09    case10 
   167       53.43      0.80000   0.00000  -0.20000   1.30000  -0.10000  -0.10000       103.40     59.33     60.60     -6.67     16.67     65.60     58.25     57.13     96.19     23.77 
   168       47.93      1.00000   0.10000  -0.30000   1.20000   0.00000  -0.20000        99.00     54.67     57.60     -1.07      5.00     44.40     50.56     64.18     86.94     18.02 
   169       54.51      1.00000  -0.10000  -0.20000   1.30000   0.00000  -0.10000        82.80     67.87     54.80     14.13     15.00     76.90     59.05     58.15     91.02     25.37 
   170       47.34      0.90000  -0.20000  -0.10000   1.30000  -0.10000   0.00000        88.80     66.93     53.80     -0.80    -22.22     66.70     41.51     58.76     87.26     32.65 
   171       54.36      1.00000   0.00000  -0.10000   1.10000  -0.10000  -0.20000        83.40     56.27     61.40     19.47     32.22     53.60     53.49     57.67     88.75     37.35 
   172       52.06      1.20000   0.10000   0.00000   1.00000  -0.20000  -0.20000        88.40     64.00     57.80     13.60    -12.78     67.70     72.62     60.33     87.26     21.67 
   173       47.45      1.00000   0.00000  -0.10000   1.30000  -0.10000  -0.20000        90.40     56.40     62.20    -15.20      3.33     50.80     52.14     57.75     90.66     26.05 
   174       50.30      1.20000   0.20000   0.10000   1.10000  -0.20000  -0.30000        85.80     60.40     42.40     -7.47     17.78     75.00     62.14     60.51     88.12     18.27 
   175       47.53      1.20000   0.30000   0.00000   1.00000  -0.10000  -0.20000        95.40     56.00     67.60     -1.87    -38.33     67.70     50.24     64.91     85.90     27.72 
   176       51.10      1.30000   0.20000   0.20000   1.40000  -0.30000  -0.30000        80.40     70.27     51.80     20.27    -10.00     81.50     46.98     65.56     90.07     14.20 
   177       47.82      1.10000   0.20000   0.20000   1.40000  -0.40000  -0.20000        70.20     54.80     60.80     -1.33    -13.33     76.90     59.76     56.91     88.57     24.88 
   178       47.59      1.20000   0.30000   0.20000   1.40000  -0.30000  -0.40000        77.80     49.07     43.00     -8.00     17.78     65.40     55.32     62.44     89.57     23.58 
   179       48.60      1.50000   0.30000   0.10000   1.50000  -0.20000  -0.40000        87.00     54.40     35.00     17.87     -5.00     64.20     49.44     60.84     95.74     26.54 
   180       46.73      1.60000   0.20000   0.00000   1.50000  -0.30000  -0.40000        82.40     42.93     43.40      2.13     -3.33     67.00     41.27     64.15     95.60     31.73 
   181       55.15      1.40000   0.20000   0.10000   1.60000  -0.20000  -0.40000        84.80     55.60     46.60     36.53     30.56     70.40     51.83     58.36     94.92     21.85 
   182       47.32      1.50000   0.20000   0.10000   1.70000  -0.20000  -0.40000        76.20     45.47     60.20     18.67     -4.44     62.00     45.63     61.56     89.80     18.15 
   183       47.22      1.40000   0.30000   0.00000   1.70000  -0.20000  -0.40000        71.20     54.27     54.60      6.40      1.67     68.60     43.89     58.73     90.66     22.16 
   184       48.44      1.40000   0.10000   0.20000   1.70000  -0.30000  -0.30000        74.60     55.87     36.80     15.73      0.56     75.20     50.16     64.80     86.94     23.77 
   185       48.58      1.50000   0.20000   0.20000   1.60000  -0.20000  -0.30000        82.00     49.60     37.00     32.27      1.11     78.90     49.37     60.55     80.73     14.26 
   186       48.19      1.50000   0.20000   0.00000   1.60000  -0.20000  -0.30000        63.80     55.07     50.80     22.93     -7.22     67.10     53.17     62.58     93.65     20.06 
   187       47.47      1.50000   0.20000   0.20000   1.80000  -0.10000  -0.50000        79.00     47.87     49.20      1.33     -3.33     75.80     48.49     67.24     93.29     15.86 
   188       54.07      1.50000   0.30000   0.20000   1.50000  -0.10000  -0.40000        73.20     81.73     74.60      0.80     11.11     62.10     58.25     59.85     94.78     24.26 
   189       47.59      1.50000   0.20000   0.10000   1.60000   0.00000  -0.30000        85.00     55.20     61.60     -4.27     10.56     59.30     42.70     61.20     90.75     13.83 
   190       43.38      1.70000   0.40000   0.10000   1.40000  -0.10000  -0.30000        67.80     52.40     44.20      6.93     -1.11     55.90     41.59     62.11     87.48     16.48 
   191       44.22      1.30000   0.40000   0.20000   1.30000   0.00000  -0.50000        80.00     47.07     47.20     -6.93     -6.11     59.50     49.37     57.75    100.86     13.46 
   192       53.79      1.60000   0.40000   0.10000   1.50000   0.00000  -0.40000        92.60     67.07     66.60      8.27      0.00     88.80     47.94     63.75     86.58     16.36 
   193       49.45      1.40000   0.30000   0.30000   1.60000  -0.10000  -0.30000        79.80     38.53     48.60     16.80     23.89     72.30     48.57     62.91     87.85     15.25 
   194       53.81      1.30000   0.40000   0.20000   1.20000  -0.10000  -0.50000        82.20     61.60     66.40     23.47     18.89     65.80     51.11     58.44     84.35     25.86 
   195       51.64      1.30000   0.40000   0.20000   1.20000  -0.20000  -0.40000        85.60     61.87     54.60      2.93     33.33     69.60     56.03     55.16     81.95     15.37 
   196       54.60      1.40000   0.40000   0.20000   1.40000  -0.10000  -0.40000        92.60     67.07     72.60     -1.07     30.56     67.60     54.60     60.04     91.16     10.80 
   197       48.58      1.60000   0.40000   0.20000   1.20000  -0.10000  -0.50000        93.20     63.73     65.00      3.20      3.89     54.80     46.59     49.67     85.53     20.19 
   198       52.51      1.20000   0.30000   0.20000   1.60000  -0.20000  -0.40000        95.80     53.47     54.80     28.00    -12.22     84.50     53.89     62.18     86.39     18.27 
   199       49.93      1.00000   0.20000   0.30000   1.60000  -0.30000  -0.40000        85.80     50.67     48.40     13.07     11.67     73.00     51.90     62.04     81.54     21.23 
   200       51.30      0.90000   0.20000   0.30000   1.70000  -0.20000  -0.40000        86.80     37.87     54.20      6.40     17.78     81.20     58.10     60.55     92.43     17.65 
   201       45.33      1.10000   0.20000   0.40000   1.50000  -0.30000  -0.30000        74.60     44.93     52.20     29.07    -36.11     65.50     48.81     62.69     87.39     24.20 
   202       47.57      1.00000   0.20000   0.40000   1.40000  -0.20000  -0.20000        67.00     51.20     57.80      2.67     -9.44     68.50     57.30     64.04     92.43     24.26 
   203       49.59      1.20000   0.10000   0.40000   1.20000  -0.10000  -0.10000        81.40     43.87     66.80     17.87     -5.56     71.20     43.97     63.45     96.01     16.85 
   204       48.03      1.40000   0.10000   0.30000   1.10000  -0.20000   0.00000        80.80     50.27     47.20     -0.27     20.00     67.10     44.37     63.31     89.07     18.46 
   205       45.74      1.50000   0.10000   0.30000   1.30000  -0.20000   0.10000        91.60     48.00     59.00     12.80    -28.89     59.20     57.78     60.18     84.76     12.96 
   206       47.09      1.60000   0.10000   0.30000   1.10000  -0.30000  -0.10000        90.00     50.93     50.60      5.87    -14.44     56.40     57.14     62.65     94.47     17.28 
   207       49.63      1.50000   0.10000   0.30000   1.00000  -0.20000   0.00000        91.20     55.73     60.40     12.80      9.44     58.90     38.49     63.42     88.71     17.22 
   208       49.02      1.70000   0.20000   0.40000   0.90000  -0.30000   0.10000        79.00     56.27     54.00     20.80     13.33     60.00     40.24     58.00     90.84     17.72 
   209       46.14      1.70000   0.10000   0.30000   0.90000  -0.30000   0.10000        89.00     66.67     69.60     27.73    -42.22     34.50     53.41     60.15     83.17     19.38 
   210       52.27      1.60000   0.20000   0.20000   1.00000  -0.20000   0.00000        87.80     64.00     52.80     16.53     17.22     53.40     54.60     58.00     96.69     21.60 
   211       49.45      1.40000   0.30000   0.10000   1.10000  -0.10000   0.10000        76.20     71.07     72.40     -5.60      3.33     63.20     45.95     65.02     87.76     15.19 
   212       48.18      1.50000   0.30000   0.10000   1.20000   0.00000   0.10000        82.40     61.07     60.60     13.87    -12.78     61.90     47.54     53.85     90.61     22.78 
   213       48.36      1.40000   0.30000   0.10000   1.30000   0.00000   0.10000        85.00     60.13     40.40     21.07    -30.56     68.90     61.59     61.85     96.05     19.20 
   214       55.09      1.30000   0.30000   0.10000   1.10000  -0.10000   0.10000        86.60     57.33     53.20     24.00     42.78     66.30     51.35     58.62     93.33     17.41 
   215       48.53      1.30000   0.30000   0.20000   1.00000  -0.10000   0.00000        89.60     43.73     71.20     10.13    -19.44     60.90     55.24     65.38     91.79     16.79 
   216       52.79      1.10000   0.30000   0.00000   0.90000  -0.10000   0.10000        94.20     67.73     62.20     16.27     17.22     60.00     47.94     60.29     84.63     17.47 
   217       50.67      1.40000   0.20000   0.00000   1.00000  -0.10000   0.20000        95.60     58.40     62.80     38.40    -21.11     49.10     56.90     56.29     87.12     23.21 
   218       47.90      1.20000   0.40000   0.20000   1.10000  -0.10000   0.00000        89.80     69.60     50.00     12.27    -18.89     50.90     51.03     54.51     97.28     22.47 
   219       48.11      1.50000   0.40000   0.00000   1.00000   0.00000   0.00000        82.40     56.53     50.80     23.47     -2.22     58.80     37.70     65.82     90.34     17.47 
   220       45.83      1.30000   0.30000   0.20000   0.90000  -0.20000   0.00000        95.20     72.80     60.80     -1.87    -10.00     35.20     47.46     56.55     85.53     16.67 
   221       47.77      1.50000   0.30000   0.20000   1.20000   0.00000   0.20000        81.00     56.53     52.00     19.73    -13.89     58.20     50.32     60.44     96.24     17.10 
   222       50.48      1.40000   0.40000   0.20000   1.20000  -0.10000   0.20000        89.40     47.73     52.80     25.33      5.00     75.10     49.37     59.89     78.87     21.30 
   223       47.22      1.20000   0.30000   0.00000   1.10000  -0.20000   0.00000        80.00     51.73     60.80     18.13    -32.22     68.00     61.27     56.22     86.26     22.04 
   224       52.13      1.10000   0.30000   0.00000   1.00000  -0.10000   0.10000        84.80     52.53     66.60     17.33     22.78     49.90     56.59     60.29     90.02     20.43 
   225       44.60      1.30000   0.40000   0.10000   1.10000  -0.20000   0.00000        85.60     51.73     59.00     -1.87    -11.67     48.30     45.56     63.27     88.03     18.02 
   226       48.36      1.30000   0.30000   0.20000   1.30000  -0.10000   0.00000        78.40     56.80     62.60     -1.60      5.56     68.10     47.62     60.29     86.17     19.69 
   227       51.66      1.40000   0.40000   0.20000   1.30000  -0.10000   0.00000        92.00     58.00     47.00      5.33     22.22     68.00     53.73     57.93     93.61     18.83 
   228       51.50      1.30000   0.30000   0.10000   1.30000  -0.20000   0.10000        97.40     48.80     49.60     25.07     -1.11     79.40     44.29     68.65     83.27     19.63 
   229       48.54      1.20000   0.40000   0.10000   1.10000  -0.20000   0.20000        83.80     64.00     48.60      1.60      4.44     66.30     56.03     63.89     80.73     16.05 
   230       53.64      1.10000   0.30000   0.20000   1.00000  -0.10000   0.10000        91.40     64.13     58.80     15.73     26.67     52.20     55.63     56.15     94.38     21.36 
   231       47.16      1.00000   0.20000   0.30000   1.10000  -0.10000   0.10000        85.40     79.33     44.80      7.73    -12.78     64.80     43.25     61.27     85.62     12.16 
   232       52.72      1.00000   0.40000   0.20000   0.90000  -0.10000   0.10000        84.60     67.87     63.80     28.80     -1.11     58.60     54.84     65.42     88.93     15.49 
   233       54.92      0.90000   0.40000   0.20000   0.90000  -0.20000   0.10000        84.00     75.20     71.60      5.87     20.00     54.90     59.68     64.18     88.21     25.56 
   234       50.63      0.80000   0.50000   0.20000   1.00000  -0.30000   0.00000        93.60     59.87     79.80      1.07     12.22     48.20     49.52     59.24     81.09     21.67 
   235       54.17      0.70000   0.50000   0.30000   1.10000  -0.30000   0.00000       105.80     71.73     61.00     12.80     25.56     39.50     61.27     58.51     86.21     19.32 
   236       50.29      0.90000   0.50000   0.40000   1.20000  -0.20000  -0.10000        79.40     48.40     67.20     27.73    -16.11     78.30     47.06     58.58     93.97     18.40 
   237       54.05      0.80000   0.40000   0.30000   1.00000  -0.40000   0.00000        76.60     63.60     63.00     -0.27     50.00     54.80     58.97     64.98     87.85     20.99 
   238       52.37      0.90000   0.40000   0.40000   1.30000  -0.40000   0.00000        78.80     46.93     58.60     12.80     18.89     68.50     56.75     64.58     95.96     21.85 
   239       52.07      0.80000   0.50000   0.40000   0.90000  -0.40000   0.00000        97.40     67.87     67.20     21.33      4.44     38.00     43.10     67.42     88.48     25.49 
   240       50.12      0.90000   0.50000   0.20000   1.10000  -0.30000   0.00000        72.20     72.40     66.00     18.40    -12.78     65.70     50.87     59.89     92.34     16.17 
   241       48.42      0.60000   0.40000   0.40000   1.20000  -0.30000   0.00000        80.60     58.93     71.00    -18.93      7.78     44.70     67.78     55.16     92.34     24.81 
   242       50.01      0.80000   0.50000   0.30000   1.30000  -0.30000   0.00000        70.60     67.60     44.80      9.07     25.56     62.80     56.98     55.49     91.75     15.49 
   243       53.82      0.50000   0.50000   0.30000   0.90000  -0.30000   0.00000        80.20     65.47     75.60     22.13      9.44     49.70     55.79     60.84     92.29     26.73 
   244       47.29      0.50000   0.50000   0.40000   1.00000  -0.30000   0.00000        73.60     63.60     72.00     14.67    -14.44     40.90     47.62     55.20     83.36     36.42 
